author,year,journal,doi,location,type,cover,zone,map,map_note,mat,ph,sand,silt,clay,texture_note,tot_n,av_n,tot_p,av_p,som,soc,soc_note,n_fert_class,n_fert_amt,p_fert_amt,irrigated,duration,sample,depth,main,main_cat,inter,inter_cat,n_ctrl,n_trt,ler,yield_rr,yield_lnrr,yield_ler,enz,enz_ec,enz_type,avg_eea_ctrl,stddev_eea_ctrl,avg_eea_trt,stddev_avg_trt,stddev_note,avg_mbc_ctrl,stddev_mbc_ctrl,avg_mbc_trt,stddev_mbc_trt,lnrr_eea,var_lnrr_eea,lnrr_mbc,var_lnrr_mbc,assay_method,assay_soil
Jain et al,2018,Agronomy Journal,10.2134/agronj2017.08.0467,India,Field,Field,Tropical,1094,,,8.12,16,29,52,b,,52.10,,6.75,,8.18,,Low,10,11,,2,Bulk,15,Peanut,Legume,Pidgeonpea,Legume,3,3,,0.98,-0.02,0.98,Acid phosphatase,3.1.3.2,Phosphorous,58.77,2.86,60.09,3.43,,,,,,0.02,0.00,    ,    ,PNP,Fresh
Jain et al,2018,Agronomy Journal,10.2134/agronj2017.08.0467,India,Field,Field,Tropical,1094,,,8.12,16,29,52,b,,52.10,,6.75,,8.18,,Low,10,11,,2,Bulk,15,Peanut,Legume,Pidgeonpea,Legume,3,3,,0.98,-0.02,0.98,?-glucosidase,3.2.1.21,Carbon,27.01,1.71,21.41,2.85,,,,,,-0.23,0.01,    ,    ,PNG,Fresh
Jain et al,2018,Agronomy Journal,10.2134/agronj2017.08.0467,India,Field,Field,Tropical,1094,,,8.12,16,29,52,b,,52.10,,6.75,,8.18,,Low,10,11,,2,Bulk,15,Peanut,Legume,Pidgeonpea,Legume,3,3,,0.98,-0.02,0.98,Alkaline phosphatase,3.1.3.1,Phosphorous,111.18,4.20,130.05,4.86,,,,,,0.16,0.00,    ,    ,PNP,Fresh
Jain et al,2018,Agronomy Journal,10.2134/agronj2017.08.0467,India,Field,Field,Tropical,1094,,,8.12,16,29,52,b,,52.10,,6.75,,8.18,,Low,10,11,,2,Bulk,15,Peanut,Legume,Pidgeonpea,Legume,3,3,,0.98,-0.02,0.98,Urease,3.5.1.5,Nitrogen,240.25,22.46,394.32,22.46,,,,,,0.50,0.00,    ,    ,,Fresh
Fidelis et al,2016,Applied Research and Agrotechnology,10.5935/PAeT.V9.N3.10,Brazil,Field,Field,Tropical,1768,a,,,54,12,34,b,,,,,,,,,,,,5,Bulk,20,Jatropha,Woody,Rice,Grass,4,4,,,,,Urease,3.5.1.5,Nitrogen,16.50,2.00,16.25,1.75,d,137.00,200.00,131.00,200.00,-0.02,0.01,-0.05,1.12,Boric acid,
Fidelis et al,2016,Applied Research and Agrotechnology,10.5935/PAeT.V9.N3.10,Brazil,Field,Field,Tropical,1768,a,,,54,12,34,b,,,,,,,,,,,,5,Bulk,20,Jatropha,Woody,Cowpea,Legume,4,4,,,,,Urease,3.5.1.5,Nitrogen,16.50,2.00,13.50,1.45,d,137.00,200.00,187.50,200.00,-0.20,0.01,0.31,0.82,Boric acid,
Fidelis et al,2016,Applied Research and Agrotechnology,10.5935/PAeT.V9.N3.10,Brazil,Field,Field,Tropical,1768,a,,,54,12,34,b,,,,,,,,,,,,5,Bulk,20,Jatropha,Woody,Rice and Cowpea,Legume,4,4,,,,,Urease,3.5.1.5,Nitrogen,16.50,2.00,15.00,1.61,d,137.00,200.00,171.00,200.00,-0.10,0.01,0.22,0.88,Boric acid,
Fidelis et al,2016,Applied Research and Agrotechnology,10.5935/PAeT.V9.N3.10,Brazil,Field,Field,Tropical,1768,a,,,54,12,34,b,,,,,,,,,,,,5,Bulk,20,Jatropha,Woody,Rice,Grass,4,4,,,,,?-glucosidase,3.2.1.21,Carbon,4.00,0.48,3.50,0.38,d,137.00,200.00,131.00,200.00,-0.13,0.01,-0.05,1.12,PNG,
Fidelis et al,2016,Applied Research and Agrotechnology,10.5935/PAeT.V9.N3.10,Brazil,Field,Field,Tropical,1768,a,,,54,12,34,b,,,,,,,,,,,,5,Bulk,20,Jatropha,Woody,Cowpea,Legume,4,4,,,,,?-glucosidase,3.2.1.21,Carbon,4.00,0.48,2.25,0.24,d,137.00,200.00,187.50,200.00,-0.58,0.01,0.31,0.82,PNG,
Fidelis et al,2016,Applied Research and Agrotechnology,10.5935/PAeT.V9.N3.10,Brazil,Field,Field,Tropical,1768,a,,,54,12,34,b,,,,,,,,,,,,5,Bulk,20,Jatropha,Woody,Rice and Cowpea,Legume,4,4,,,,,?-glucosidase,3.2.1.21,Carbon,4.00,0.48,2.75,0.30,d,137.00,200.00,171.00,200.00,-0.38,0.01,0.22,0.88,PNG,
Liu et al,2014,Scientia Horticulturae,10.1016/j.scienta.2014.02.039,China,Tunnel,Covered,,,,,7.45,29,50,21,b,,539.40,,,,,,Low,,,Yes,1,Bulk,15,Tomato,Forb,Garlic,Forb,3,3,,0.96,-0.04,0.96,Invertase,3.2.1.26,Carbon,41.97,5.08,36.33,3.91,d,,,,,-0.14,0.01,    ,    ,Guan,
Liu et al,2014,Scientia Horticulturae,10.1016/j.scienta.2014.02.039,China,Tunnel,Covered,,,,,7.45,29,50,21,b,,539.40,,,,,,Low,,,Yes,1,Bulk,15,Tomato,Forb,Garlic,Forb,3,3,,0.96,-0.04,0.96,Alkaline phosphatase,3.1.3.1,Phosphorous,2.11,0.26,2.23,0.24,d,,,,,0.06,0.01,    ,    ,Na2-Ph-PO4,
Liu et al,2014,Scientia Horticulturae,10.1016/j.scienta.2014.02.039,China,Tunnel,Covered,,,,,7.45,29,50,21,b,,539.40,,,,,,Low,,,Yes,1,Bulk,15,Tomato,Forb,Garlic,Forb,3,3,,0.96,-0.04,0.96,Urease,3.5.1.5,Nitrogen,5.32,0.64,5.03,0.54,d,,,,,-0.06,0.01,    ,    ,Guan,
Liu et al,2014,Scientia Horticulturae,10.1016/j.scienta.2014.02.039,China,Tunnel,Covered,,,,,7.45,29,50,21,b,,539.40,,,,,,Low,,,Yes,1,Bulk,15,Tomato,Forb,Garlic,Forb,3,3,,0.96,-0.04,0.96,Cellulase,3.2.1.4,Carbon,86.32,10.44,109.27,11.76,d,,,,,0.24,0.01,    ,    ,Carboxymethyl,
Chen et al,2014,Science of the Total Environment,10.1016/j.scitotenv.2013.11.117,China,Field,Field,Temperate,568.5,,11.6,7.79,34,48,18,b,,,1.02,,10.30,5.97,c,,,,,3,Bulk,20,Pear,Woody,Basil,Forb,3,3,,,,,Protease,3.4.-,Nitrogen,2.34,0.31,3.09,0.22,,73.07,12.55,88.50,20.18,0.28,0.01,0.19,0.03,Ninhydrin,
Chen et al,2014,Science of the Total Environment,10.1016/j.scitotenv.2013.11.117,China,Field,Field,Temperate,568.5,,11.6,7.79,34,48,18,b,,,1.02,,10.30,5.97,c,,,,,3,Bulk,20,Pear,Woody,Savory,Forb,3,3,,,,,Protease,3.4.-,Nitrogen,2.34,0.31,2.97,0.27,,73.07,12.55,93.23,20.73,0.24,0.01,0.24,0.03,Ninhydrin,
Chen et al,2014,Science of the Total Environment,10.1016/j.scitotenv.2013.11.117,China,Field,Field,Temperate,568.5,,11.6,7.79,34,48,18,b,,,1.02,,10.30,5.97,c,,,,,3,Bulk,20,Pear,Woody,Basil,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,10.66,1.09,12.54,1.14,,73.07,12.55,88.50,20.18,0.16,0.01,0.19,0.03,,
Chen et al,2014,Science of the Total Environment,10.1016/j.scitotenv.2013.11.117,China,Field,Field,Temperate,568.5,,11.6,7.79,34,48,18,b,,,1.02,,10.30,5.97,c,,,,,3,Bulk,20,Pear,Woody,Savory,Forb,3,3,,,,,Urease,3.5.1.5,Nitrogen,10.66,1.09,11.79,0.88,,73.07,12.55,93.23,20.73,0.10,0.01,0.24,0.03,,
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G005,Forb,3,3,,0.94,-0.06,0.94,Invertase,3.2.1.26,Carbon,14.36,1.65,13.14,2.11,,,,,,-0.09,0.01,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G005,Forb,3,3,,1.13,0.13,1.13,Invertase,3.2.1.26,Carbon,11.26,2.08,11.52,1.88,,,,,,0.02,0.02,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G024,Forb,3,3,,0.93,-0.07,0.93,Invertase,3.2.1.26,Carbon,14.36,1.65,14.23,0.86,,,,,,-0.01,0.01,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G024,Forb,3,3,,1.03,0.03,1.03,Invertase,3.2.1.26,Carbon,11.26,2.08,12.39,1.93,,,,,,0.10,0.02,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G087,Forb,3,3,,0.92,-0.09,0.92,Invertase,3.2.1.26,Carbon,14.36,1.65,12.77,0.87,,,,,,-0.12,0.01,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G087,Forb,3,3,,1.08,0.07,1.08,Invertase,3.2.1.26,Carbon,11.26,2.08,11.63,1.98,,,,,,0.03,0.02,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Green garlic,Forb,3,3,,0.91,-0.09,0.91,Invertase,3.2.1.26,Carbon,14.36,1.65,13.01,0.78,,,,,,-0.10,0.01,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Green garlic,Forb,3,3,,0.94,-0.06,0.94,Invertase,3.2.1.26,Carbon,11.26,2.08,11.84,2.00,,,,,,0.05,0.02,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G005,Forb,3,3,,0.94,-0.06,0.94,Urease,3.5.1.5,Nitrogen,3.33,0.12,3.07,0.07,,,,,,-0.08,0.00,    ,    ,Guan,Air dried
Xiao et al,2012,Acta Agriculturae Scandinavica,10.1080/09064710.2012.697571,China,Tunnel,Covered,,,,,7.79,29,50,21,b,,96.95,1.14,271.92,17.22,9.99,c,High,750,595,Yes,1,Bulk,10,Cucumber,Forb,Garlic G005,Forb,3,3,,1.13,0.13,1.13,Urease,3.5.1.5,Nitrogen,2.85,0.15,3.00,0.21,,,,,,0.05,0.00,    ,    ,Guan,Air dried
